Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CSNK1G2,178.5,197,KEA3,0.3314285714285714,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,257,241,KEA3,0.1742857142857143,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,68.33333333333333,52,KEA3,0.84,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,126,134,KEA3,0.5714285714285714,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,141.33333333333334,155,KEA3,0.49142857142857144,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,131,143,KEA3,0.5342857142857143,3,CAMK,DAPK,DAPK,DAPK3
DCLK1,28,16,KEA3,0.9571428571428572,4,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,57,39,KEA3,0.8828571428571429,4,TK,DDR,DDR,DDR1
DDR2,93,92,KEA3,0.7114285714285714,3,TK,DDR,DDR,DDR2
DMPK,122,126,KEA3,0.5942857142857143,3,AGC,DMPK,GEK,DMPK
DYRK1A,121.33333333333333,125,KEA3,0.5971428571428572,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,61,42,KEA3,0.8742857142857143,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,121,124,KEA3,0.6,3,CMGC,DYRK,DYRK2,DYRK2
DYRK3,199,212,KEA3,0.28,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,100.5,103,KEA3,0.6742857142857143,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,120.5,123,KEA3,0.6028571428571429,3,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,87.33333333333333,81,KEA3,0.7457142857142857,3,TK,EGFR,EGFR,EGFR
EIF2AK1,315,283,KEA3,0.054285714285714284,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,170,185,KEA3,0.3742857142857143,2,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,299,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,320,287,KEA3,0.04285714285714286,1,TK,EPH,EPH,EPHA2
EPHA3,131,143,KEA3,0.5342857142857143,3,TK,EPH,EPH,EPHA3
EPHA4,326,291,KEA3,0.03142857142857143,1,TK,EPH,EPH,EPHA4
EPHA8,335,298,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,322,289,KEA3,0.037142857142857144,1,TK,EPH,EPH,EPHB1
EPHB2,193,208,KEA3,0.29428571428571426,2,TK,EPH,EPH,EPHB2
EPHB3,188,203,KEA3,0.31142857142857144,2,TK,EPH,EPH,EPHB3
ERBB2,32,19,KEA3,0.9485714285714286,4,TK,EGFR,EGFR,ERBB2
ERBB4,158,175,KEA3,0.4085714285714286,2,TK,EGFR,EGFR,ERBB4
FASTK,233,232,KEA3,0.2057142857142857,1,ATYPICAL,FAST,FAST,FASTK
FER,76,63,KEA3,0.8028571428571428,4,TK,FER,FER,FER
FES,266,246,KEA3,0.16,1,TK,FER,FER,FES
FGFR1,147.33333333333334,162,KEA3,0.45714285714285713,2,TK,FGFR,FGFR,FGFR1
FGFR2,170.5,186,KEA3,0.36857142857142855,2,TK,FGFR,FGFR,FGFR2
FGFR3,128,138,KEA3,0.5571428571428572,3,TK,FGFR,FGFR,FGFR3
FGFR4,65,47,KEA3,0.8571428571428571,4,TK,FGFR,FGFR,FGFR4
FGR,58,40,KEA3,0.88,4,TK,SRC,SRCA,FGR
FLT1,304,274,KEA3,0.08,1,TK,VEGFR,VEGFR,FLT1
FLT3,166,184,KEA3,0.37714285714285717,2,TK,PDGFR,PDGFR,FLT3
FLT4,264,245,KEA3,0.16285714285714287,1,TK,VEGFR,VEGFR,FLT4
FRK,192.5,207,KEA3,0.29714285714285715,2,TK,SRC,FRK,FRK
FYN,42.666666666666664,24,KEA3,0.9342857142857143,4,TK,SRC,SRCA,FYN
GRK1,150,167,KEA3,0.44,2,AGC,GRK,GRK,GRK1
GRK2,51.333333333333336,34,KEA3,0.9,4,AGC,GRK,BARK,GRK2
GRK3,226.5,226,KEA3,0.2257142857142857,1,AGC,GRK,BARK,GRK3
GRK5,143,158,KEA3,0.48,2,AGC,GRK,GRK,GRK5
GRK6,175.66666666666666,193,KEA3,0.3457142857142857,2,AGC,GRK,GRK,GRK6
GSK3A,69.33333333333333,54,KEA3,0.8314285714285714,4,CMGC,GSK,GSK,GSK3A
GSK3B,45.666666666666664,28,KEA3,0.92,4,CMGC,GSK,GSK,GSK3B
HASPIN,222,224,KEA3,0.2342857142857143,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,141.33333333333334,155,KEA3,0.49142857142857144,2,TK,SRC,SRCB,HCK
HIPK1,67.5,50,KEA3,0.8485714285714285,4,CMGC,DYRK,HIPK,HIPK1
HIPK2,158,175,KEA3,0.4085714285714286,2,CMGC,DYRK,HIPK,HIPK2
HIPK3,291,264,KEA3,0.10857142857142857,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,60,41,KEA3,0.8771428571428571,4,CMGC,DYRK,HIPK,HIPK4
ICK,281,256,KEA3,0.13142857142857142,1,CMGC,RCK,RCK,CILK1
IGF1R,190,204,KEA3,0.3057142857142857,2,TK,INSR,INSR,IGF1R
IKBKB,138.33333333333334,152,KEA3,0.5028571428571429,3,OTHER,IKK,IKK,IKBKB
IKBKE,127.66666666666667,137,KEA3,0.5628571428571428,3,OTHER,IKK,IKK,IKBKE
ILK,109.33333333333333,110,KEA3,0.6485714285714286,3,TKL,MLK,ILK,ILK
INSR,125.66666666666667,133,KEA3,0.5742857142857143,3,TK,INSR,INSR,INSR
IRAK1,170.5,186,KEA3,0.36857142857142855,2,TKL,IRAK,IRAK,IRAK1
IRAK3,249,238,KEA3,0.18571428571428572,1,TKL,IRAK,IRAK,IRAK3
IRAK4,290,263,KEA3,0.11142857142857143,1,TKL,IRAK,IRAK,IRAK4
ITK,150.66666666666666,168,KEA3,0.43714285714285717,2,TK,TEC,TEC,ITK
JAK1,130,141,KEA3,0.5457142857142857,3,TK,JAKA,JAKA,JAK1
JAK2,54.333333333333336,36,KEA3,0.8942857142857142,4,TK,JAKA,JAKA,JAK2
JAK3,140.33333333333334,154,KEA3,0.49714285714285716,2,TK,JAKA,JAKA,JAK3
KDR,300,270,KEA3,0.09142857142857143,1,TK,VEGFR,VEGFR,KDR
KIT,175,191,KEA3,0.35428571428571426,2,TK,PDGFR,PDGFR,KIT
KSR1,22,10,KEA3,0.9742857142857143,4,TKL,RAF,KSR,KSR1
KSR2,14,5,KEA3,0.9885714285714285,4,TKL,RAF,KSR,KSR2
LATS1,156.33333333333334,172,KEA3,0.4257142857142857,2,AGC,NDR,NDR,LATS1
LATS2,78.5,69,KEA3,0.7828571428571428,4,AGC,NDR,NDR,LATS2
LCK,68,51,KEA3,0.8428571428571429,4,TK,SRC,SRCB,LCK
LIMK1,282,257,KEA3,0.12857142857142856,1,TKL,LISK,LIMK,LIMK1
LIMK2,184,200,KEA3,0.32285714285714284,2,TKL,LISK,LIMK,LIMK2
LRRK2,157,173,KEA3,0.4228571428571429,2,TKL,LRRK,LRRK,LRRK2
LYN,109.33333333333333,110,KEA3,0.6485714285714286,3,TK,SRC,SRCB,LYN
MAK,259,242,KEA3,0.17142857142857143,1,CMGC,RCK,RCK,MAK
MAP2K1,14.666666666666666,7,KEA3,0.9828571428571429,4,STE,STE7,MEK1,MAP2K1
MAP2K2,136,150,KEA3,0.5114285714285715,3,STE,STE7,MEK1,MAP2K2
MAP2K3,46,29,KEA3,0.9171428571428571,4,STE,STE7,MEK3,MAP2K3
MAP2K4,115.66666666666667,116,KEA3,0.6257142857142857,3,STE,STE7,MEK4,MAP2K4
MAP2K6,173.66666666666666,188,KEA3,0.3628571428571429,2,STE,STE7,MEK3,MAP2K6
MAP2K7,133,146,KEA3,0.5257142857142857,3,STE,STE7,MEK7,MAP2K7
MAP3K1,125,131,KEA3,0.58,3,STE,STE11,MEKK1,MAP3K1
MAP3K10,267,247,KEA3,0.15714285714285714,1,TKL,MLK,MLK,MAP3K10
MAP3K11,174,189,KEA3,0.36,2,TKL,MLK,MLK,MAP3K11
MAP3K13,247,235,KEA3,0.19428571428571428,1,TKL,MLK,LZK,MAP3K13
MAP3K14,158,175,KEA3,0.4085714285714286,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,86,79,KEA3,0.7514285714285714,4,TKL,MLK,ZAK,MAP3K20
MAP3K3,289,262,KEA3,0.11428571428571428,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,181,198,KEA3,0.32857142857142857,2,STE,STE11,MEKK4,MAP3K4
MAP3K5,146,160,KEA3,0.4714285714285714,2,STE,STE11,ASK,MAP3K5
MAP3K6,114,114,KEA3,0.6342857142857142,3,STE,STE11,ASK,MAP3K6
MAP3K7,123.33333333333333,127,KEA3,0.5914285714285714,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,47,31,KEA3,0.9114285714285715,4,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,261,244,KEA3,0.1657142857142857,1,STE,STE20,KHS,MAP4K1
MAP4K2,161,179,KEA3,0.3914285714285714,2,STE,STE20,KHS,MAP4K2
MAP4K3,294,266,KEA3,0.10285714285714286,1,STE,STE20,KHS,MAP4K3
MAP4K4,308,277,KEA3,0.07142857142857142,1,STE,STE20,MSN,MAP4K4
MAP4K5,133.5,147,KEA3,0.52,3,STE,STE20,KHS,MAP4K5
MAPK1,49.33333333333333,32,KEA3,0.9085714285714286,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,144.33333333333334,159,KEA3,0.47714285714285715,2,CMGC,MAPK,JNK,MAPK10
MAPK11,90.66666666666667,89,KEA3,0.7228571428571429,3,CMGC,MAPK,P38,MAPK11
MAPK12,103.33333333333333,104,KEA3,0.6714285714285714,3,CMGC,MAPK,P38,MAPK12
MAPK13,149.33333333333334,165,KEA3,0.44857142857142857,2,CMGC,MAPK,P38,MAPK13
MAPK14,73,58,KEA3,0.82,4,CMGC,MAPK,P38,MAPK14
MAPK15,201.5,213,KEA3,0.27714285714285714,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,76.66666666666667,65,KEA3,0.7942857142857143,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,231,230,KEA3,0.21428571428571427,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,94.33333333333333,95,KEA3,0.7,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,77.33333333333334,67,KEA3,0.7885714285714286,4,CMGC,MAPK,JNK,MAPK8
MAPK9,41.666666666666664,23,KEA3,0.9371428571428572,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,93.33333333333333,93,KEA3,0.7057142857142857,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,297,267,KEA3,0.1,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,85.66666666666667,78,KEA3,0.7571428571428571,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,115.33333333333333,115,KEA3,0.6285714285714286,3,CAMK,CAMKL,MARK,MARK2
MARK3,52,35,KEA3,0.8971428571428571,4,CAMK,CAMKL,MARK,MARK3
MARK4,333,296,KEA3,0.017142857142857144,1,CAMK,CAMKL,MARK,MARK4
MAST1,245.5,234,KEA3,0.19714285714285715,1,AGC,MAST,MAST,MAST1
MAST2,314,282,KEA3,0.05714285714285714,1,AGC,MAST,MAST,MAST2
MATK,228,228,KEA3,0.22,1,TK,CSK,CSK,MATK
MELK,182,199,KEA3,0.32571428571428573,2,CAMK,CAMKL,MELK,MELK
MERTK,150,167,KEA3,0.44,2,TK,AXL,AXL,MERTK
MET,118.33333333333333,118,KEA3,0.62,3,TK,MET,MET,MET
MKNK1,174.33333333333334,190,KEA3,0.35714285714285715,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,222,224,KEA3,0.2342857142857143,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,219,222,KEA3,0.24857142857142858,1,CMGC,RCK,RCK,MOK
MOS,301,271,KEA3,0.08857142857142856,1,OTHER,MOS,MOS,MOS
MST1R,276,254,KEA3,0.13714285714285715,1,TK,MET,MET,MST1R
MTOR,116,117,KEA3,0.6228571428571429,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,208.5,216,KEA3,0.26857142857142857,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,270,250,KEA3,0.14857142857142858,1,STE,STE20,NINAC,MYO3A
NEK10,286,260,KEA3,0.12,1,OTHER,NEK,NEK10,NEK10
NEK11,313,281,KEA3,0.06,1,OTHER,NEK,NEK11,NEK11
NEK2,56.333333333333336,38,KEA3,0.8885714285714286,4,OTHER,NEK,NEK2,NEK2
NEK3,164.5,183,KEA3,0.38,2,OTHER,NEK,NEK1,NEK3
NEK4,178.5,197,KEA3,0.3314285714285714,2,OTHER,NEK,NEK4,NEK4
NEK6,71,55,KEA3,0.8285714285714286,4,OTHER,NEK,NEK6,NEK6
NEK8,220.5,223,KEA3,0.24571428571428572,1,OTHER,NEK,NEK8,NEK8
NEK9,137,151,KEA3,0.5057142857142857,3,OTHER,NEK,NEK8,NEK9
NIM1K,268,248,KEA3,0.15428571428571428,1,CAMK,CAMKL,NIM1,NIM1K
NLK,149.66666666666666,166,KEA3,0.44571428571428573,2,CMGC,MAPK,NMO,NLK
NPR2,104.5,105,KEA3,0.6685714285714286,3,RGC,RGC,RGC,NPR2
NRBP2,227,227,KEA3,0.22285714285714286,1,OTHER,NRBP,NRBP,NRBP2
NTRK1,110,111,KEA3,0.6457142857142857,3,TK,TRK,TRK,NTRK1
NTRK2,310,279,KEA3,0.06571428571428571,1,TK,TRK,TRK,NTRK2
NTRK3,218,221,KEA3,0.25142857142857145,2,TK,TRK,TRK,NTRK3
NUAK1,147.33333333333334,162,KEA3,0.45714285714285713,2,CAMK,CAMKL,NUAK,NUAK1
NUAK2,192,206,KEA3,0.3,2,CAMK,CAMKL,NUAK,NUAK2
OXSR1,274,252,KEA3,0.14285714285714285,1,STE,STE20,FRAY,OXSR1
PAK1,20.333333333333332,9,KEA3,0.9771428571428571,4,STE,STE20,PAKA,PAK1
PAK2,132.33333333333334,145,KEA3,0.5285714285714286,3,STE,STE20,PAKA,PAK2
PAK3,27,15,KEA3,0.96,4,STE,STE20,PAKA,PAK3
PAK4,64.66666666666667,46,KEA3,0.8628571428571429,4,STE,STE20,PAKB,PAK4
PAK5,328,293,KEA3,0.025714285714285714,1,STE,STE20,PAKB,PAK5
PAK6,209,217,KEA3,0.26285714285714284,2,STE,STE20,PAKB,PAK6
PASK,190,204,KEA3,0.3057142857142857,2,CAMK,CAMKL,PASK,PASK
PBK,185,201,KEA3,0.32,2,OTHER,TOPK,TOPK,PBK
PDGFRA,87,80,KEA3,0.7485714285714286,3,TK,PDGFR,PDGFR,PDGFRA
PDGFRB,142.66666666666666,157,KEA3,0.4857142857142857,2,TK,PDGFR,PDGFR,PDGFRB
PDIK1L,299,269,KEA3,0.09428571428571429,1,OTHER,NKF4,NKF4,PDIK1L
PDK1,134.5,148,KEA3,0.5171428571428571,3,ATYPICAL,PDHK,PDHK,PDK1
PDPK1,97,100,KEA3,0.6828571428571428,3,AGC,PDK1,PDK1,PDPK1
PIK3CA,230,229,KEA3,0.21714285714285714,1,NA,NA,NA,PIK3CA
PIK3CB,337,300,KEA3,0.005714285714285714,1,NA,NA,NA,PIK3CB
PIK3CG,309,278,KEA3,0.06857142857142857,1,NA,NA,NA,PIK3CG
PIK3R4,109,109,KEA3,0.6542857142857142,3,OTHER,VPS15,VPS15,PIK3R4
PIM1,91,90,KEA3,0.7171428571428572,3,CAMK,PIM,PIM,PIM1
PIM2,108,108,KEA3,0.6571428571428571,3,CAMK,PIM,PIM,PIM2
PINK1,147,161,KEA3,0.4657142857142857,2,OTHER,NKF2,NKF2,PINK1
PKMYT1,284,259,KEA3,0.12285714285714286,1,OTHER,WEE,WEE,PKMYT1
PKN1,123.66666666666667,128,KEA3,0.5885714285714285,3,AGC,PKN,PKN,PKN1
PLK1,46.666666666666664,30,KEA3,0.9142857142857143,4,OTHER,PLK,PLK1,PLK1
PLK2,151,169,KEA3,0.4342857142857143,2,OTHER,PLK,PLK2,PLK2
